title,longitude,latitude,price,size,post_area,dist_to_city_center,link
"204 The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",-6.21693,53.27688,"345,000",78,Dublin 18,8.070617200659255,http://www.daft.ie/for-sale/apartment-204-the-cubes-3-beacon-south-quarter-sandyford-dublin-18/3472802
"10 New Row Square Dublin 8, Dublin 8",-6.274583,53.338032,"345,000",60,Dublin 8,0.7213983625570386,http://www.daft.ie/for-sale/terraced-house-10-new-row-square-dublin-8-dublin-8/3148961
"13 Broomfield Hall, Broomfield Court, Shankill, Dublin 18",-6.123752,53.240077,"345,000",97,Dublin 18,14.895685058140408,http://www.daft.ie/for-sale/apartment-13-broomfield-hall-broomfield-court-shankill-dublin-18/2902752
"Apartment 3, 7 Castle Avenue, Clontarf, Dublin 3",-6.209506,53.361308,"345,000",47,Dublin 3,4.353702061060341,http://www.daft.ie/for-sale/apartment-apartment-3-7-castle-avenue-clontarf-dublin-3/3478724
"30 Cloonlara Square, Phoenix Park racecourse, Castleknock, Dublin 15",-6.337696235508446,53.373551007946986,"345,000",85,Dublin 15,5.777408511174483,http://www.daft.ie/for-sale/apartment-30-cloonlara-square-phoenix-park-racecourse-castleknock-dublin-15/3484863
"53 Clandonagh Road, Donnycarney, Dublin 5",-6.213763,53.376521,"345,000",71,Dublin 5,5.161901042352283,http://www.daft.ie/for-sale/semi-detached-house-53-clandonagh-road-donnycarney-dublin-5/3476842
"9 Saint Joseph's Place, Prussia Street, Stoneybatter, Dublin 7",-6.286819,53.35567,"345,000",56,Dublin 7,1.9177327982178316,http://www.daft.ie/for-sale/terraced-house-9-saint-josephs-place-prussia-street-stoneybatter-dublin-7/3237993
"113 North Road, Finglas, Dublin 11",-6.3044508,53.3954275,"345,000",135,Dublin 11,6.336979658307846,http://www.daft.ie/for-sale/detached-house-113-north-road-finglas-dublin-11/3474879
"1A Robinhood Park, Long Mile Road, Walkinstown, Dublin 12",-6.346835,53.32328,"345,000",71,Dublin 12,5.707968960334007,http://www.daft.ie/for-sale/semi-detached-house-1a-robinhood-park-long-mile-road-walkinstown-dublin-12/3194084
"Apartment 15, Morehampton Mews, Donnybrook, Dublin 4",-6.24356,53.327582,"345,000",N/A,Dublin 4,2.325261419710322,http://www.daft.ie/for-sale/apartment-apartment-15-morehampton-mews-donnybrook-dublin-4/3263104
"44 Mountain Park, Tallaght, Dublin 24",-6.356741,53.284642,"345,000",121,Dublin 24,8.785740253465535,http://www.daft.ie/for-sale/semi-detached-house-44-mountain-park-tallaght-dublin-24/3458065
"42 Ely Close, Firhouse, Dublin 24",-6.352283,53.271214,"345,000",85,Dublin 24,9.764523811974987,http://www.daft.ie/for-sale/end-of-terrace-house-42-ely-close-firhouse-dublin-24/3483064
"131 St John's Wood West, Clondalkin, Dublin 22",-6.404704,53.317951,"345,000",140,Dublin 22,9.53044813642722,http://www.daft.ie/for-sale/semi-detached-house-131-st-johns-wood-west-clondalkin-dublin-22/3289728
"31 Galtymore Road, Drimnagh, Dublin 12",-6.323253,53.331098,"345,000",75,Dublin 12,3.93373191808341,http://www.daft.ie/for-sale/end-of-terrace-house-31-galtymore-road-drimnagh-dublin-12/3466114
"18 Pimlico, The Coombe, Dublin 8",-6.280747,53.340506,"345,000",73,Dublin 8,0.925203281990781,http://www.daft.ie/for-sale/terraced-house-18-pimlico-the-coombe-dublin-8/3412997
"20 Ravensdale Road, East Wall",-6.231257,53.354266,"345,000",53,N/A,2.711613667425493,http://www.daft.ie/for-sale/terraced-house-20-ravensdale-road-east-wall/3474742
"20 Bramblefield Park, Clonee, Dublin 15",-6.411724,53.404845,"345,000",86,Dublin 15,11.794420620681503,http://www.daft.ie/for-sale/semi-detached-house-20-bramblefield-park-clonee-dublin-15/3279441
"16 Maple Lodge, Farmleigh Woods, Castleknock, Dublin 15",-6.357927,53.367457,"345,000",53,Dublin 15,6.599421692046299,http://www.daft.ie/for-sale/apartment-16-maple-lodge-farmleigh-woods-castleknock-dublin-15/3183297
"7 Walnut Avenue, Kingswood, Dublin 24",-6.36647,53.308275,"345,000",91,Dublin 24,7.623241899052211,http://www.daft.ie/for-sale/semi-detached-house-7-walnut-avenue-kingswood-dublin-24/3462282
"34 Annfield Court, Castleknock, Dublin 15",-6.404867,53.374109,"345,000",116,Dublin 15,9.760323610509996,http://www.daft.ie/for-sale/duplex-34-annfield-court-castleknock-dublin-15/3478515
"18 Rialto Drive, Rialto, Dublin 8",-6.29951,53.334855,"345,000",87,Dublin 8,2.3119400162964796,http://www.daft.ie/for-sale/terraced-house-18-rialto-drive-rialto-dublin-8/3458223
"60 Harty Place, Dublin 8",-6.272242,53.335,"345,000",40,Dublin 8,0.9354146196488712,http://www.daft.ie/for-sale/terraced-house-60-harty-place-dublin-8/3480098
"152 Shannon House, Custom House Square, IFSC, Dublin 1",-6.241594,53.349287,"345,000",65,Dublin 1,1.8544175547107933,http://www.daft.ie/for-sale/apartment-152-shannon-house-custom-house-square-ifsc-dublin-1/3491574
"1 Richmond Crescent, North Circular Road, Dublin 1",-6.248646,53.358454,"345,000",70,Dublin 1,2.1308993817916813,http://www.daft.ie/for-sale/end-of-terrace-house-1-richmond-crescent-north-circular-road-dublin-1/3480243
"70 Castletimon Road, Kilmore, Dublin 5",-6.229646,53.396017,"345,000",98,Dublin 5,6.415511093637801,http://www.daft.ie/for-sale/end-of-terrace-house-70-castletimon-road-kilmore-dublin-5/3469305
"Apt. 7, Canon Court, Bride Street, Dublin 8",-6.26987,53.339528,"345,000",65,Dublin 8,0.4092388934005718,http://www.daft.ie/for-sale/apartment-apt-7-canon-court-bride-street-dublin-8/3468549
"8 Riverstown House, Spencer Dock, IFSC, Dublin 1",-6.237986,53.349966,"345,000",57,Dublin 1,2.104676069833914,http://www.daft.ie/for-sale/apartment-8-riverstown-house-spencer-dock-ifsc-dublin-1/3263340
"5 Riverside Avenue, Clonshaugh, Dublin 17",-6.213619,53.399003,"345,000",98,Dublin 17,7.186626141203974,http://www.daft.ie/for-sale/semi-detached-house-5-riverside-avenue-clonshaugh-dublin-17/3460215
"Apartment 81, East Courtyard, Tullyvale, Cabinteely, Dublin 18",-6.143743,53.247298,"345,000",90,Dublin 18,13.436780937391699,http://www.daft.ie/for-sale/apartment-apartment-81-east-courtyard-tullyvale-cabinteely-dublin-18/3480730
"49 McGoverns Corner, Cork Street, Dublin 8",-6.287468,53.337368,"345,000",78,Dublin 8,1.4674705043236826,http://www.daft.ie/for-sale/townhouse-49-mcgoverns-corner-cork-street-dublin-8/3419276
"Apartment 45, Eagle Island, Custom House Harbour Apartments, IFSC, Dublin 1",-6.247384,53.351017,"345,000",60,Dublin 1,1.6062263587442804,http://www.daft.ie/for-sale/apartment-apartment-45-eagle-island-custom-house-harbour-apartments-ifsc-dublin-1/3431720
"35 Wyteleaf Grove, The Donahies, Donaghmede, Dublin 13",-6.173502,53.396805,"345,000",N/A,Dublin 13,8.644955695684466,http://www.daft.ie/for-sale/end-of-terrace-house-35-wyteleaf-grove-the-donahies-donaghmede-dublin-13/3415660
"25 Mimosa Hall, The Gallops, Leopardstown, Dublin 18",-6.197086,53.262813,"345,000",75,Dublin 18,10.056527602553482,http://www.daft.ie/for-sale/apartment-25-mimosa-hall-the-gallops-leopardstown-dublin-18/3490612
"18 Kells Road, Crumlin, Dublin 12",-6.303893,53.32359,"349,000",79,Dublin 12,3.237613665161427,http://www.daft.ie/for-sale/end-of-terrace-house-18-kells-road-crumlin-dublin-12/3466127
"52 Bunting Road, Walkinstown, Dublin 12",-6.327096,53.319523,"349,000",N/A,Dublin 12,4.740333490156681,http://www.daft.ie/for-sale/semi-detached-house-52-bunting-road-walkinstown-dublin-12/3489204
"190 St James Road, Walkinstown, Dublin 12",-6.338225,53.311441,"349,000",99,Dublin 12,5.861720526768836,http://www.daft.ie/for-sale/terraced-house-190-st-james-road-walkinstown-dublin-12/3459335
"5 Brookville, North Road, Finglas, Dublin 11",-6.302799,53.393428,"349,000",100,Dublin 11,6.089583373697734,http://www.daft.ie/for-sale/semi-detached-house-5-brookville-north-road-finglas-dublin-11/3474966
"5 Sullivan Street, Stoneybatter, Dublin 7",-6.29709,53.35164,"349,000",56,Dublin 7,2.197393737275368,http://www.daft.ie/for-sale/terraced-house-5-sullivan-street-stoneybatter-dublin-7/3475238
"17 Woodvale Crescent, Clonsilla, Dublin 15",-6.4104379,53.3936299,"349,000",123,Dublin 15,11.039990886857757,http://www.daft.ie/for-sale/semi-detached-house-17-woodvale-crescent-clonsilla-dublin-15/3422624
"Saint Martins, Kylemore Road, Bluebell, Dublin 12",-6.34467,53.328923,"349,000",93,Dublin 12,5.360730423836424,http://www.daft.ie/for-sale/bungalow-saint-martins-kylemore-road-bluebell-dublin-12/3199050
"25 Faughart Road, Crumlin, Dublin 12",-6.305476,53.322826,"349,000",109,Dublin 12,3.3726480188087082,http://www.daft.ie/for-sale/semi-detached-house-25-faughart-road-crumlin-dublin-12/3486882
"66 Slievenamon Road, Drimnagh",-6.306022,53.333954,"349,950",N/A,N/A,2.750421754929486,http://www.daft.ie/for-sale/terraced-house-66-slievenamon-road-drimnagh/3469664
"126 Cooley Road, Drimnagh",-6.322503,53.329532,"349,950",N/A,N/A,3.9490814368177793,http://www.daft.ie/for-sale/end-of-terrace-house-126-cooley-road-drimnagh/3198110
"54 Niall Street, Stoneybatter, Dublin 7",-6.281678,53.350391,"349,950",N/A,Dublin 7,1.2617871534674632,http://www.daft.ie/for-sale/detached-house-54-niall-street-stoneybatter-dublin-7/3192136
"159 Clonmacnoise Road, Crumlin, Dublin 12",-6.302451,53.321618,"349,950",N/A,Dublin 12,3.319224540089766,http://www.daft.ie/for-sale/end-of-terrace-house-159-clonmacnoise-road-crumlin-dublin-12/3271407
"40 Rathdrum Road, Crumlin",-6.290641,53.329497,"349,950",N/A,N/A,2.1453101833421506,http://www.daft.ie/for-sale/end-of-terrace-house-40-rathdrum-road-crumlin/3412065
"152 Brandon Road, Drimnagh, Dublin 12",-6.326821,53.327519,"349,950",N/A,Dublin 12,4.300184786978799,http://www.daft.ie/for-sale/end-of-terrace-house-152-brandon-road-drimnagh-dublin-12/3203058
"47 West Road, East Wall, Dublin 3",-6.238293,53.356166,"349,950",N/A,Dublin 3,2.430756851884027,http://www.daft.ie/for-sale/terraced-house-47-west-road-east-wall-dublin-3/2951947
"3 Inglewood Close, Clonsilla, Dublin 15",-6.411788,53.38977,"349,950",N/A,Dublin 15,10.905958231545457,http://www.daft.ie/for-sale/semi-detached-house-3-inglewood-close-clonsilla-dublin-15/3488510
"131 Willow Park Road, Glasnevin, Dublin 11",-6.280273,53.39602,"349,950",N/A,Dublin 11,5.96809978488408,http://www.daft.ie/for-sale/semi-detached-house-131-willow-park-road-glasnevin-dublin-11/3171634
"42 Raheen Close, Tallaght, Dublin 24",-6.389572,53.283565,"349,950",111,Dublin 24,10.459560959097326,http://www.daft.ie/for-sale/end-of-terrace-house-42-raheen-close-tallaght-dublin-24/3179540
"38 Willow Grove, Clondalkin, Dublin 22",-6.39875,53.312568,"349,950",125,Dublin 22,9.352261128488776,http://www.daft.ie/for-sale/semi-detached-house-38-willow-grove-clondalkin-dublin-22/1416489
"55 Kilworth Road, Drimnagh",-6.324759,53.331854,"349,950",N/A,N/A,4.0015033471897885,http://www.daft.ie/for-sale/terraced-house-55-kilworth-road-drimnagh/3433962
"Apartment 20, Avoca Hall, Blackrock, Co. Dublin",-6.185708,53.294886,"349,950",50,Co. Dublin,7.612381711492649,http://www.daft.ie/for-sale/apartment-apartment-20-avoca-hall-blackrock-co-dublin/3255572
"3 Brabazon Street, The Liberties, Dublin 8",-6.281558,53.343245,"349,950",N/A,Dublin 8,0.9406733410714103,http://www.daft.ie/for-sale/terraced-house-3-brabazon-street-the-liberties-dublin-8/2518297
"8a Walkinstown Green, Walkinstown, Dublin 12",-6.33553,53.321541,"349,950",N/A,Dublin 12,5.109542527391081,http://www.daft.ie/for-sale/end-of-terrace-house-8a-walkinstown-green-walkinstown-dublin-12/3164451
"17 Clogher Road, Crumlin, Dublin 12",-6.298892,53.325462,"349,950",N/A,Dublin 12,2.8517213308131257,http://www.daft.ie/for-sale/terraced-house-17-clogher-road-crumlin-dublin-12/3479030
"2 Oldtown Road, Santry, Dublin 9",-6.257352,53.391972,"349,950",N/A,Dublin 9,5.497131934045944,http://www.daft.ie/for-sale/semi-detached-house-2-oldtown-road-santry-dublin-9/3451039
"46 Redwood Avenue, Kilnamanagh, Dublin 24",-6.364212,53.298524,"349,950",N/A,Dublin 24,8.105375493335046,http://www.daft.ie/for-sale/semi-detached-house-46-redwood-avenue-kilnamanagh-dublin-24/3422612
"14 Clancy Avenue, Finglas East, Finglas, Dublin 11",-6.293436,53.392807,"349,950",N/A,Dublin 11,5.812044988106468,http://www.daft.ie/for-sale/end-of-terrace-house-14-clancy-avenue-finglas-east-finglas-dublin-11/3493728
"4 Osprey Court, Dublin Road, Shankill, Dublin 18",-6.124349,53.230628,"349,950",86,Dublin 18,15.693147994753636,http://www.daft.ie/for-sale/apartment-4-osprey-court-dublin-road-shankill-dublin-18/3466769
"18 Mayberry Park, Kilnamanagh, Dublin 24",-6.364598,53.297627,"350,000",84,Dublin 24,8.186736115683058,http://www.daft.ie/for-sale/end-of-terrace-house-18-mayberry-park-kilnamanagh-dublin-24/3423778
"11 Beresford House, Custom House Square, IFSC, Dublin 1",-6.244008,53.349347,"350,000",55,Dublin 1,1.7102788976433878,http://www.daft.ie/for-sale/apartment-11-beresford-house-custom-house-square-ifsc-dublin-1/3240301
"11 Saint Marys Avenue North, Mountjoy Street, Phibsborough, Dublin 7",-6.267556,53.355219,"350,000",82,Dublin 7,1.3698494377947226,http://www.daft.ie/for-sale/terraced-house-11-saint-marys-avenue-north-mountjoy-street-phibsborough-dublin-7/3472357
"58 Newbancroft Hall, Tallaght, Dublin 24",-6.37211,53.298517,"350,000",N/A,Dublin 24,8.527986595597518,http://www.daft.ie/for-sale/apartment-58-newbancroft-hall-tallaght-dublin-24/3255217
"Apartment 10, Longmeadows Apartments, Conyngham Road, Islandbridge, Dublin 8",-6.300042,53.348099,"350,000",76,Dublin 8,2.242635173945094,http://www.daft.ie/for-sale/apartment-apartment-10-longmeadows-apartments-conyngham-road-islandbridge-dublin-8/3472859
"11 Tyrconnell Street, Inchicore, Dublin 8",-6.322975,53.337637,"350,000",86,Dublin 8,3.735758742680392,http://www.daft.ie/for-sale/terraced-house-11-tyrconnell-street-inchicore-dublin-8/3435438
"39 King's Inns Court, Phibsborough, Dublin 7",-6.273123,53.357667,"350,000",95,Dublin 7,1.6853812399204853,http://www.daft.ie/for-sale/terraced-house-39-kings-inns-court-phibsborough-dublin-7/3468622
"54 Fisherman's Wharf, Ringsend, Dublin 4",-6.227265,53.344017,"350,000",62,Dublin 4,2.667265139637356,http://www.daft.ie/for-sale/apartment-54-fishermans-wharf-ringsend-dublin-4/3451713
65 Innismore,-6.318255,53.322545,"350,000",110,N/A,4.065232594321106,http://www.daft.ie/for-sale/semi-detached-house-65-innismore/3477599
"9 Saint Aubyns Court, Shanganagh Road, Killiney, Co. Dublin",-6.122691,53.246979,"350,000",64,Co. Dublin,14.361670833261977,http://www.daft.ie/for-sale/apartment-9-saint-aubyns-court-shanganagh-road-killiney-co-dublin/3202815
"Apartment 10, Brookmount Court, Butterfield Avenue, Rathfarnham, Dublin 14",-6.290884,53.297404,"350,000",52,Dublin 14,5.293942332739327,http://www.daft.ie/for-sale/apartment-apartment-10-brookmount-court-butterfield-avenue-rathfarnham-dublin-14/3207831
"50 Spencer House, Custom House Square, Dublin 1",-6.244601,53.34987,"350,000",65,Dublin 1,1.7003202909430368,http://www.daft.ie/for-sale/apartment-50-spencer-house-custom-house-square-dublin-1/3151443
"6 Park View, Rathborne, Ashtown, Dublin 15",-6.328107,53.378241,"350,000",102,Dublin 15,5.627709232439097,http://www.daft.ie/for-sale/duplex-6-park-view-rathborne-ashtown-dublin-15/3470946
"11 Swift Hall, Collegewood, Castleknock, Dublin 15",-6.3617198,53.3728068,"350,000",92,Dublin 15,7.087879256744278,http://www.daft.ie/for-sale/apartment-11-swift-hall-collegewood-castleknock-dublin-15/2743552
"Apartment 35, Block B, Bellevue, Dublin 8",-6.311687230407415,53.34726883561626,"350,000",67,Dublin 8,2.979772440104737,http://www.daft.ie/for-sale/apartment-apartment-35-block-b-bellevue-dublin-8/3465175
"23 Grange Park Green, Raheny, Dublin 5",-6.166378,53.386242,"MV: €350,000",95,Dublin 5,8.255759311635321,http://www.daft.ie/for-sale/semi-detached-house-23-grange-park-green-raheny-dublin-5/2592321
"35 Glenayle Road, Raheny, Dublin 5",-6.180944,53.390193,"350,000",95,Dublin 5,7.781993388034745,http://www.daft.ie/for-sale/semi-detached-house-35-glenayle-road-raheny-dublin-5/3145242
"27 Maolbuille Road, Glasnevin, Dublin 11",-6.268127,53.387816,"350,000",85,Dublin 11,4.9946642626213595,http://www.daft.ie/for-sale/terraced-house-27-maolbuille-road-glasnevin-dublin-11/2852875
"Apartment 54, West Courtyard, Tullyvale, Cabinteely, Dublin 18",-6.146851,53.248389,"350,000",90,Dublin 18,13.21470621940375,http://www.daft.ie/for-sale/apartment-apartment-54-west-courtyard-tullyvale-cabinteely-dublin-18/3270300
"109 Inchicore Road, Kilmainham, Dublin 8",-6.316279,53.341802,"350,000",72,Dublin 8,3.2472245812764364,http://www.daft.ie/for-sale/terraced-house-109-inchicore-road-kilmainham-dublin-8/3433514
"65 Glenmaroon Road, Palmerstown, Dublin 20",-6.369241,53.350336,"350,000",92,Dublin 2,6.810616028097483,http://www.daft.ie/for-sale/terraced-house-65-glenmaroon-road-palmerstown-dublin-20/3453157
"Apartment 12 Morehampton Mews, 2 Morehampton Road, Donnybrook, Dublin 4",-6.243379,53.327645,"350,000",36,Dublin 4,2.328350034452441,http://www.daft.ie/for-sale/apartment-apartment-12-morehampton-mews-2-morehampton-road-donnybrook-dublin-4/2611643
"Apartment 14, 2 Waterloo Road, Dublin 4",-6.24338,53.331799,"350,000",52,Dublin 4,2.01669894584527,http://www.daft.ie/for-sale/apartment-apartment-14-2-waterloo-road-dublin-4/3486054
"10 Farnham Crescent, Finglas, Dublin 11",-6.301137,53.385592,"350,000",115,Dublin 11,5.248463600345156,http://www.daft.ie/for-sale/semi-detached-house-10-farnham-crescent-finglas-dublin-11/1500619
"20 Myrtle Street, Phibsborough, Dublin 7",-6.270706,53.356445,"350,000",60,Dublin 7,1.5220369105055878,http://www.daft.ie/for-sale/end-of-terrace-house-20-myrtle-street-phibsborough-dublin-7/3490254
"18 Tymonville Drive, Tallaght, Dublin 24",-6.351716,53.300819,"350,000",N/A,Dublin 24,7.297724277782782,http://www.daft.ie/for-sale/end-of-terrace-house-18-tymonville-drive-tallaght-dublin-24/2953703
"Apartment 43, Gloucester Square, Dublin 1",-6.25469,53.35266,"350,000",93,Dublin 1,1.3746182268021883,http://www.daft.ie/for-sale/apartment-apartment-43-gloucester-square-dublin-1/1468617
"13 Dunedin Park, Monkstown, Co. Dublin",-6.154233,53.287056,"350,000",82,Co. Dublin,9.750567224268906,http://www.daft.ie/for-sale/terraced-house-13-dunedin-park-monkstown-co-dublin/3154227
"63 Coolevin, Ballybrack, Glenageary, Co. Dublin",-6.137835,53.255709,"350,000",84,Co. Dublin,12.966522007244032,http://www.daft.ie/for-sale/terraced-house-63-coolevin-ballybrack-glenageary-co-dublin/3453220
"1 Saint Marys Terrace, Stoneybatter, Dublin 7",-6.283119,53.350604,"350,000",52,Dublin 7,1.3500318546924233,http://www.daft.ie/for-sale/end-of-terrace-house-1-saint-marys-terrace-stoneybatter-dublin-7/3464486
"61 Saint Peter's Road, Walkinstown, Dublin 12",-6.330424,53.31493,"350,000",93,Dublin 12,5.214356364836495,http://www.daft.ie/for-sale/terraced-house-61-saint-peters-road-walkinstown-dublin-12/3455759
"115 Clonliffe Avenue, Ballybough, Dublin 3",-6.246835,53.360688,"350,000",65,Dublin 3,2.4031863675903056,http://www.daft.ie/for-sale/terraced-house-115-clonliffe-avenue-ballybough-dublin-3/3495719
"14 Magennis Square, South City Center, Dublin 2",-6.247797,53.344849,"350,000",N/A,Dublin 2,1.319259504262195,http://www.daft.ie/for-sale/terraced-house-14-magennis-square-south-city-center-dublin-2/3470518
"21 Mallin Avenue, Rialto, Dublin 8",-6.290824,53.338073,"350,000",58,Dublin 8,1.6451365614945594,http://www.daft.ie/for-sale/end-of-terrace-house-21-mallin-avenue-rialto-dublin-8/3464227
"49 Christchurch View, Nicholas Street, Christchurch, Dublin 8",-6.271138,53.342332,"350,000",52,Dublin 8,0.2560642613747221,http://www.daft.ie/for-sale/apartment-49-christchurch-view-nicholas-street-christchurch-dublin-8/3440276
"Apartment 88, Kirkpatrick House, IFSC, Dublin 1",-6.238667,53.34987,"350,000",55,Dublin 1,2.0587677531541044,http://www.daft.ie/for-sale/apartment-apartment-88-kirkpatrick-house-ifsc-dublin-1/2607330
"Apartment 13, Sycamores, Grattan Wood, The Hole In the Wall Road, Donaghmede, Dublin 13",-6.163933,53.401693,"350,000",111,Dublin 13,9.479115904097458,http://www.daft.ie/for-sale/apartment-apartment-13-sycamores-grattan-wood-the-hole-in-the-wall-road-donaghmede-dublin-13/3470092
"18 Willow Bank, Dundrum, Dublin 14",-6.237771,53.285474,"350,000",68,Dublin 14,6.681951112589735,http://www.daft.ie/for-sale/semi-detached-house-18-willow-bank-dundrum-dublin-14/3425345
"19 Pembroke Court, Pembroke Road, Ballsbridge, Dublin 4",-6.235675,53.332118,"350,000",40,Dublin 4,2.4236638204931156,http://www.daft.ie/for-sale/apartment-19-pembroke-court-pembroke-road-ballsbridge-dublin-4/3149061
"367 Saint Colmans Terrace, South Circular Road, Dublin 8",-6.293788,53.334926,"350,000",90,Dublin 8,1.9635545292046879,http://www.daft.ie/for-sale/end-of-terrace-house-367-saint-colmans-terrace-south-circular-road-dublin-8/3420801
"19 Richmond Road, Drumcondra, Dublin 3",-6.253413,53.368605,"350,000",92,Dublin 3,3.0052210630894765,http://www.daft.ie/for-sale/terraced-house-19-richmond-road-drumcondra-dublin-3/3480481
"40 Ely Close, Oldcourt Road, Firhouse, Dublin 24",-6.352172,53.271234,"350,000",90,Dublin 24,9.758449081759478,http://www.daft.ie/for-sale/end-of-terrace-house-40-ely-close-oldcourt-road-firhouse-dublin-24/3192561
"42 Lourdes Road, Maryland, South Circular Road, Dublin 8",-6.290302,53.337755,"350,000",70,Dublin 8,1.6245350921645814,http://www.daft.ie/for-sale/terraced-house-42-lourdes-road-maryland-south-circular-road-dublin-8/3491890
"Apartment 20, Saint John's Well Way, Kilmainham, Dublin 8",-6.302049,53.34113,"350,000",79,Dublin 8,2.308664725599532,http://www.daft.ie/for-sale/apartment-apartment-20-saint-johns-well-way-kilmainham-dublin-8/3478556
"51 Old City Music Hall, Cows Lane, Temple Bar, Co. Dublin",-6.269186,53.344058,"350,000",59,Co. Dublin,0.175035756021037,http://www.daft.ie/for-sale/apartment-51-old-city-music-hall-cows-lane-temple-bar-co-dublin/3481853
"379 North Circular Road, Dublin 7",-6.270879,53.360813,"350,000",70,Dublin 7,2.005174409668056,http://www.daft.ie/for-sale/end-of-terrace-house-379-north-circular-road-dublin-7/3496067
"The Lodge, Grace Park Road, Drumcondra, Dublin 3",-6.24848,53.369192,"350,000",32,Dublin 3,3.1817754812379166,http://www.daft.ie/for-sale/detached-house-the-lodge-grace-park-road-drumcondra-dublin-3/3419487
"248 Glasnevin Avenue, Glasnevin, Dublin 11",-6.284328,53.3907671,"350,000",80,Dublin 11,5.439790112485635,http://www.daft.ie/for-sale/terraced-house-248-glasnevin-avenue-glasnevin-dublin-11/3467210
"106 Clanranald Road, Donnycarney, Dublin 5",-6.2114575,53.3748273,"350,000",86,Dublin 5,5.136692602820699,http://www.daft.ie/for-sale/terraced-house-106-clanranald-road-donnycarney-dublin-5/3430873
"76 Red Arches Avenue, The Coast, Baldoyle, Dublin 13",-6.143379,53.401495,"350,000",108,Dublin 13,10.494993291750264,http://www.daft.ie/for-sale/terraced-house-76-red-arches-avenue-the-coast-baldoyle-dublin-13/3227846
"63 Galtymore Drive, Drimnagh, Dublin 12",-6.310778,53.335059,"350,000",73,Dublin 12,3.0090450178001142,http://www.daft.ie/for-sale/end-of-terrace-house-63-galtymore-drive-drimnagh-dublin-12/3441627
"Apartment 27, Ivy Exchange, Dublin 1",-6.264151,53.351819,"350,000",70,Dublin 1,1.0149261024191893,http://www.daft.ie/for-sale/apartment-apartment-27-ivy-exchange-dublin-1/3493959
"Apartment 38, The Atrium, The Steelworks, Dublin 1",-6.251498,53.352301,"350,000",66,Dublin 1,1.4855775357496948,http://www.daft.ie/for-sale/apartment-apartment-38-the-atrium-the-steelworks-dublin-1/3463319
"Apartment 15, Crane Yard, Temple Bar, Dublin 2",-6.266807,53.344404,"350,000",56,Dublin 2,0.17180795723034495,http://www.daft.ie/for-sale/apartment-apartment-15-crane-yard-temple-bar-dublin-2/3225833
"5 Cashel Avenue, Kimmage, Dublin 12",-6.302515,53.316407,"350,000",83,Dublin 12,3.7571105668647085,http://www.daft.ie/for-sale/terraced-house-5-cashel-avenue-kimmage-dublin-12/3453637
"211 Windmill Road, Crumlin, Dublin 12",-6.3151,53.321335,"350,000",85,Dublin 12,3.9727258728037893,http://www.daft.ie/for-sale/semi-detached-house-211-windmill-road-crumlin-dublin-12/3486886
"Apartment 209, De Bret House, Loreto Abbey, Rathfarnham, Dublin 14",-6.277701,53.292375,"355,000",80,Dublin 14,5.659638616553448,http://www.daft.ie/for-sale/apartment-apartment-209-de-bret-house-loreto-abbey-rathfarnham-dublin-14/3467342
"26 Blackhall Place, Stoneybatter, Dublin 7",-6.281681,53.349293,"355,000",78,Dublin 7,1.184912700179246,http://www.daft.ie/for-sale/terraced-house-26-blackhall-place-stoneybatter-dublin-7/3225681
"4 Old Nangor Road, Clondalkin, Dublin 22",-6.3972178,53.3232246,"355,000",N/A,Dublin 22,8.89338903413739,http://www.daft.ie/for-sale/semi-detached-house-4-old-nangor-road-clondalkin-dublin-22/3424734
"1 Beechwood Downs, Clonsilla, Dublin 15",-6.416795,53.39695,"355,000",N/A,Dublin 15,11.591299088063183,http://www.daft.ie/for-sale/semi-detached-house-1-beechwood-downs-clonsilla-dublin-15/3451105
"3 Loreto Terrace, Grange Road, Rathfarnham, Dublin 14",-6.27987,53.293746,"355,000",85,Dublin 14,5.528083588948223,http://www.daft.ie/for-sale/terraced-house-3-loreto-terrace-grange-road-rathfarnham-dublin-14/3235787
"23 Rafters Road, Drimnagh, Dublin 12",-6.314439,53.329326,"355,000",N/A,Dublin 12,3.468825943284594,http://www.daft.ie/for-sale/end-of-terrace-house-23-rafters-road-drimnagh-dublin-12/3492656
"27 Earlsfort Lawn, Lucan, Co. Dublin",-6.412943,53.346495,"359,000",93,Co. Dublin,9.669891103416925,http://www.daft.ie/for-sale/semi-detached-house-27-earlsfort-lawn-lucan-co-dublin/3468162
21 Clonliffe Road,-6.244218,53.361349,"359,500",102,N/A,2.5643260788215962,http://www.daft.ie/for-sale/townhouse-21-clonliffe-road/2852462
"19 Tamarisk Park, Kilnamanagh, Tallaght, Dublin 24",-6.360742,53.303041,"359,950",N/A,Dublin 24,7.620863700290736,http://www.daft.ie/for-sale/semi-detached-house-19-tamarisk-park-kilnamanagh-tallaght-dublin-24/3466510
"13 Ellensborough Drive, Kiltipper, Dublin 24",-6.366882,53.267136,"360,000",112,Dublin 24,10.708251489439622,http://www.daft.ie/for-sale/semi-detached-house-13-ellensborough-drive-kiltipper-dublin-24/3211398
